country_name,region,subregion,capital_city,population,area,population_density
Country_195,Europe,Southern Europe,Capital_195,2950000,107500,27.44
Country_196,Americas,South America,Capital_196,2960000,108000,27.41
Country_197,Asia,Southeast Asia,Capital_197,2970000,108500,27.37
Country_198,Africa,Eastern Africa,Capital_198,2980000,109000,27.34
Country_199,Oceania,Polynesia,Capital_199,2990000,109500,27.31
Country_200,Europe,Western Europe,Capital_200,3000000,110000,27.27
Country_201,Americas,North America,Capital_201,3010000,110500,27.24
Country_202,Asia,Southeast Asia,Capital_202,3020000,111000,27.21
Country_203,Africa,Eastern Africa,Capital_203,3030000,111500,27.17
Country_204,Oceania,Australia and New Zealand,Capital_204,3040000,112000,27.14
Country_205,Europe,Eastern Europe,Capital_205,3050000,112500,27.11
Country_206,Americas,Central America,Capital_206,3060000,113000,27.08
Country_207,Asia,Southeast Asia,Capital_207,3070000,113500,27.05
Country_208,Africa,Eastern Africa,Capital_208,3080000,114000,27.02
Country_209,Oceania,Melanesia,Capital_209,3090000,114500,26.99
Country_210,Europe,Northern Europe,Capital_210,3100000,115000,26.96
Country_211,Americas,Caribbean,Capital_211,3110000,115500,26.93
Country_212,Asia,Southeast Asia,Capital_212,3120000,116000,26.9
Country_213,Africa,Eastern Africa,Capital_213,3130000,116500,26.87
Country_214,Oceania,Micronesia,Capital_214,3140000,117000,26.84
Country_215,Europe,Southern Europe,Capital_215,3150000,117500,26.81
Country_216,Americas,South America,Capital_216,3160000,118000,26.78
Country_217,Asia,Southeast Asia,Capital_217,3170000,118500,26.75
Country_218,Africa,Eastern Africa,Capital_218,3180000,119000,26.72
Country_219,Oceania,Polynesia,Capital_219,3190000,119500,26.69
Country_220,Europe,Western Europe,Capital_220,3200000,120000,26.67
Country_221,Americas,North America,Capital_221,3210000,120500,26.64
Country_222,Asia,Southeast Asia,Capital_222,3220000,121000,26.61
Country_223,Africa,Eastern Africa,Capital_223,3230000,121500,26.58
Country_224,Oceania,Australia and New Zealand,Capital_224,3240000,122000,26.56
Country_225,Europe,Eastern Europe,Capital_225,3250000,122500,26.53
Country_226,Americas,Central America,Capital_226,3260000,123000,26.5
Country_227,Asia,Southeast Asia,Capital_227,3270000,123500,26.48
Country_228,Africa,Eastern Africa,Capital_228,3280000,124000,26.45
Country_229,Oceania,Melanesia,Capital_229,3290000,124500,26.43
Country_230,Europe,Northern Europe,Capital_230,3300000,125000,26.4
Country_231,Americas,Caribbean,Capital_231,3310000,125500,26.37
Country_232,Asia,Southeast Asia,Capital_232,3320000,126000,26.35
Country_233,Africa,Eastern Africa,Capital_233,3330000,126500,26.32
Country_234,Oceania,Micronesia,Capital_234,3340000,127000,26.3
Country_235,Europe,Southern Europe,Capital_235,3350000,127500,26.27
Country_236,Americas,South America,Capital_236,3360000,128000,26.25
Country_237,Asia,Southeast Asia,Capital_237,3370000,128500,26.23
Country_238,Africa,Eastern Africa,Capital_238,3380000,129000,26.2
Country_239,Oceania,Polynesia,Capital_239,3390000,129500,26.18
Country_240,Europe,Western Europe,Capital_240,3400000,130000,26.15
Country_241,Americas,North America,Capital_241,3410000,130500,26.13
Country_242,Asia,Southeast Asia,Capital_242,3420000,131000,26.11
Country_243,Africa,Eastern Africa,Capital_243,3430000,131500,26.08
Country_244,Oceania,Australia and New Zealand,Capital_244,3440000,132000,26.06
Country_245,Europe,Eastern Europe,Capital_245,3450000,132500,26.04
Country_246,Americas,Central America,Capital_246,3460000,133000,26.02
Country_247,Asia,Southeast Asia,Capital_247,3470000,133500,25.99
Country_248,Africa,Eastern Africa,Capital_248,3480000,134000,25.97
Country_249,Oceania,Melanesia,Capital_249,3490000,134500,25.95
Country_250,Europe,Northern Europe,Capital_250,3500000,135000,25.93
Country_251,Americas,Caribbean,Capital_251,3510000,135500,25.9
Country_252,Asia,Southeast Asia,Capital_252,3520000,136000,25.88
Country_253,Africa,Eastern Africa,Capital_253,3530000,136500,25.86
Country_254,Oceania,Micronesia,Capital_254,3540000,137000,25.84
Country_255,Europe,Southern Europe,Capital_255,3550000,137500,25.82
Country_256,Americas,South America,Capital_256,3560000,138000,25.8
Country_257,Asia,Southeast Asia,Capital_257,3570000,138500,25.78
Country_258,Africa,Eastern Africa,Capital_258,3580000,139000,25.76
Country_259,Oceania,Polynesia,Capital_259,3590000,139500,25.73
Country_260,Europe,Western Europe,Capital_260,3600000,140000,25.71
Country_261,Americas,North America,Capital_261,3610000,140500,25.69
Country_262,Asia,Southeast Asia,Capital_262,3620000,141000,25.67
Country_263,Africa,Eastern Africa,Capital_263,3630000,141500,25.65
Country_264,Oceania,Australia and New Zealand,Capital_264,3640000,142000,25.63
Country_265,Europe,Eastern Europe,Capital_265,3650000,142500,25.61
Country_266,Americas,Central America,Capital_266,3660000,143000,25.59
Country_267,Asia,Southeast Asia,Capital_267,3670000,143500,25.57
Country_268,Africa,Eastern Africa,Capital_268,3680000,144000,25.56
Country_269,Oceania,Melanesia,Capital_269,3690000,144500,25.54
Country_270,Europe,Northern Europe,Capital_270,3700000,145000,25.52
Country_271,Americas,Caribbean,Capital_271,3710000,145500,25.5
Country_272,Asia,Southeast Asia,Capital_272,3720000,146000,25.48
Country_273,Africa,Eastern Africa,Capital_273,3730000,146500,25.46
Country_274,Oceania,Micronesia,Capital_274,3740000,147000,25.44
Country_275,Europe,Southern Europe,Capital_275,3750000,147500,25.42
Country_276,Americas,South America,Capital_276,3760000,148000,25.41
Country_277,Asia,Southeast Asia,Capital_277,3770000,148500,25.39
Country_278,Africa,Eastern Africa,Capital_278,3780000,149000,25.37
Country_279,Oceania,Polynesia,Capital_279,3790000,149500,25.35
Country_280,Europe,Western Europe,Capital_280,3800000,150000,25.33
Country_281,Americas,North America,Capital_281,3810000,150500,25.32
Country_282,Asia,Southeast Asia,Capital_282,3820000,151000,25.3
Country_283,Africa,Eastern Africa,Capital_283,3830000,151500,25.28
Country_284,Oceania,Australia and New Zealand,Capital_284,3840000,152000,25.26
Country_285,Europe,Eastern Europe,Capital_285,3850000,152500,25.25
Country_286,Americas,Central America,Capital_286,3860000,153000,25.23
Country_287,Asia,Southeast Asia,Capital_287,3870000,153500,25.21
Country_288,Africa,Eastern Africa,Capital_288,3880000,154000,25.19
Country_289,Oceania,Melanesia,Capital_289,3890000,154500,25.18
Country_290,Europe,Northern Europe,Capital_290,3900000,155000,25.16
Country_291,Americas,Caribbean,Capital_291,3910000,155500,25.14
Country_292,Asia,Southeast Asia,Capital_292,3920000,156000,25.13
Country_293,Africa,Eastern Africa,Capital_293,3930000,156500,25.11
Country_294,Oceania,Micronesia,Capital_294,3940000,157000,25.1
Country_295,Europe,Southern Europe,Capital_295,3950000,157500,25.08
Country_296,Americas,South America,Capital_296,3960000,158000,25.06
Country_297,Asia,Southeast Asia,Capital_297,3970000,158500,25.05
Country_298,Africa,Eastern Africa,Capital_298,3980000,159000,25.03
Country_299,Oceania,Polynesia,Capital_299,3990000,159500,25.02
Country_300,Europe,Western Europe,Capital_300,4000000,160000,25.0
Country_301,Americas,North America,Capital_301,4010000,160500,24.98
Country_302,Asia,Southeast Asia,Capital_302,4020000,161000,24.97
Country_303,Africa,Eastern Africa,Capital_303,4030000,161500,24.95
Country_304,Oceania,Australia and New Zealand,Capital_304,4040000,162000,24.94
Country_305,Europe,Eastern Europe,Capital_305,4050000,162500,24.92
Country_306,Americas,Central America,Capital_306,4060000,163000,24.91
Country_307,Asia,Southeast Asia,Capital_307,4070000,163500,24.89
Country_308,Africa,Eastern Africa,Capital_308,4080000,164000,24.88
Country_309,Oceania,Melanesia,Capital_309,4090000,164500,24.86
Country_310,Europe,Northern Europe,Capital_310,4100000,165000,24.85
Country_311,Americas,Caribbean,Capital_311,4110000,165500,24.83
Country_312,Asia,Southeast Asia,Capital_312,4120000,166000,24.82
Country_313,Africa,Eastern Africa,Capital_313,4130000,166500,24.8
Country_314,Oceania,Micronesia,Capital_314,4140000,167000,24.79
Country_315,Europe,Southern Europe,Capital_315,4150000,167500,24.78
Country_316,Americas,South America,Capital_316,4160000,168000,24.76
Country_317,Asia,Southeast Asia,Capital_317,4170000,168500,24.75
Country_318,Africa,Eastern Africa,Capital_318,4180000,169000,24.73
Country_319,Oceania,Polynesia,Capital_319,4190000,169500,24.72
Country_320,Europe,Western Europe,Capital_320,4200000,170000,24.71
Country_321,Americas,North America,Capital_321,4210000,170500,24.69
Country_322,Asia,Southeast Asia,Capital_322,4220000,171000,24.68
Country_323,Africa,Eastern Africa,Capital_323,4230000,171500,24.66
Country_324,Oceania,Australia and New Zealand,Capital_324,4240000,172000,24.65
Country_325,Europe,Eastern Europe,Capital_325,4250000,172500,24.64
Country_326,Americas,Central America,Capital_326,4260000,173000,24.62
Country_327,Asia,Southeast Asia,Capital_327,4270000,173500,24.61
Country_328,Africa,Eastern Africa,Capital_328,4280000,174000,24.6
Country_329,Oceania,Melanesia,Capital_329,4290000,174500,24.58
Country_330,Europe,Northern Europe,Capital_330,4300000,175000,24.57
Country_331,Americas,Caribbean,Capital_331,4310000,175500,24.56
Country_332,Asia,Southeast Asia,Capital_332,4320000,176000,24.55
Country_333,Africa,Eastern Africa,Capital_333,4330000,176500,24.53
Country_334,Oceania,Micronesia,Capital_334,4340000,177000,24.52
Country_335,Europe,Southern Europe,Capital_335,4350000,177500,24.51
Country_336,Americas,South America,Capital_336,4360000,178000,24.49
Country_337,Asia,Southeast Asia,Capital_337,4370000,178500,24.48
Country_338,Africa,Eastern Africa,Capital_338,4380000,179000,24.47
Country_339,Oceania,Polynesia,Capital_339,4390000,179500,24.46
Country_340,Europe,Western Europe,Capital_340,4400000,180000,24.44
Country_341,Americas,North America,Capital_341,4410000,180500,24.43
Country_342,Asia,Southeast Asia,Capital_342,4420000,181000,24.42
Country_343,Africa,Eastern Africa,Capital_343,4430000,181500,24.41
Country_344,Oceania,Australia and New Zealand,Capital_344,4440000,182000,24.4
Country_345,Europe,Eastern Europe,Capital_345,4450000,182500,24.38
Country_346,Americas,Central America,Capital_346,4460000,183000,24.37
Country_347,Asia,Southeast Asia,Capital_347,4470000,183500,24.36
Country_348,Africa,Eastern Africa,Capital_348,4480000,184000,24.35
Country_349,Oceania,Melanesia,Capital_349,4490000,184500,24.34
Country_350,Europe,Northern Europe,Capital_350,4500000,185000,24.32
Country_351,Americas,Caribbean,Capital_351,4510000,185500,24.31
Country_352,Asia,Southeast Asia,Capital_352,4520000,186000,24.3
Country_353,Africa,Eastern Africa,Capital_353,4530000,186500,24.29
Country_354,Oceania,Micronesia,Capital_354,4540000,187000,24.28
Country_355,Europe,Southern Europe,Capital_355,4550000,187500,24.27
Country_356,Americas,South America,Capital_356,4560000,188000,24.26
Country_357,Asia,Southeast Asia,Capital_357,4570000,188500,24.24
Country_358,Africa,Eastern Africa,Capital_358,4580000,189000,24.23
Country_359,Oceania,Polynesia,Capital_359,4590000,189500,24.22
Country_360,Europe,Western Europe,Capital_360,4600000,190000,24.21
Country_361,Americas,North America,Capital_361,4610000,190500,24.2
Country_362,Asia,Southeast Asia,Capital_362,4620000,191000,24.19
Country_363,Africa,Eastern Africa,Capital_363,4630000,191500,24.18
Country_364,Oceania,Australia and New Zealand,Capital_364,4640000,192000,24.17
Country_365,Europe,Eastern Europe,Capital_365,4650000,192500,24.16
Country_366,Americas,Central America,Capital_366,4660000,193000,24.15
Country_367,Asia,Southeast Asia,Capital_367,4670000,193500,24.13
Country_368,Africa,Eastern Africa,Capital_368,4680000,194000,24.12
Country_369,Oceania,Melanesia,Capital_369,4690000,194500,24.11
Country_370,Europe,Northern Europe,Capital_370,4700000,195000,24.1
Country_371,Americas,Caribbean,Capital_371,4710000,195500,24.09
Country_372,Asia,Southeast Asia,Capital_372,4720000,196000,24.08
Country_373,Africa,Eastern Africa,Capital_373,4730000,196500,24.07
Country_374,Oceania,Micronesia,Capital_374,4740000,197000,24.06
Country_375,Europe,Southern Europe,Capital_375,4750000,197500,24.05
Country_376,Americas,South America,Capital_376,4760000,198000,24.04
Country_377,Asia,Southeast Asia,Capital_377,4770000,198500,24.03
Country_378,Africa,Eastern Africa,Capital_378,4780000,199000,24.02
Country_379,Oceania,Polynesia,Capital_379,4790000,199500,24.01
Country_380,Europe,Western Europe,Capital_380,4800000,200000,24.0
Country_381,Americas,North America,Capital_381,4810000,200500,23.99
Country_382,Asia,Southeast Asia,Capital_382,4820000,201000,23.98
Country_383,Africa,Eastern Africa,Capital_383,4830000,201500,23.97
Country_384,Oceania,Australia and New Zealand,Capital_384,4840000,202000,23.96
Country_385,Europe,Eastern Europe,Capital_385,4850000,202500,23.95
Country_386,Americas,Central America,Capital_386,4860000,203000,23.94
Country_387,Asia,Southeast Asia,Capital_387,4870000,203500,23.93
Country_388,Africa,Eastern Africa,Capital_388,4880000,204000,23.92
Country_389,Oceania,Melanesia,Capital_389,4890000,204500,23.91
Country_390,Europe,Northern Europe,Capital_390,4900000,205000,23.9
Country_391,Americas,Caribbean,Capital_391,4910000,205500,23.89
Country_392,Asia,Southeast Asia,Capital_392,4920000,206000,23.88
Country_393,Africa,Eastern Africa,Capital_393,4930000,206500,23.87
Country_394,Oceania,Micronesia,Capital_394,4940000,207000,23.86
Country_395,Europe,Southern Europe,Capital_395,4950000,207500,23.86
Country_396,Americas,South America,Capital_396,4960000,208000,23.85
Country_397,Asia,Southeast Asia,Capital_397,4970000,208500,23.84
Country_398,Africa,Eastern Africa,Capital_398,4980000,209000,23.83
Country_399,Oceania,Polynesia,Capital_399,4990000,209500,23.82
Country_400,Europe,Western Europe,Capital_400,5000000,210000,23.81
Country_401,Americas,North America,Capital_401,5010000,210500,23.8
Country_402,Asia,Southeast Asia,Capital_402,5020000,211000,23.79
Country_403,Africa,Eastern Africa,Capital_403,5030000,211500,23.78
Country_404,Oceania,Australia and New Zealand,Capital_404,5040000,212000,23.77
Country_405,Europe,Eastern Europe,Capital_405,5050000,212500,23.76
Country_406,Americas,Central America,Capital_406,5060000,213000,23.76
Country_407,Asia,Southeast Asia,Capital_407,5070000,213500,23.75
Country_408,Africa,Eastern Africa,Capital_408,5080000,214000,23.74
Country_409,Oceania,Melanesia,Capital_409,5090000,214500,23.73
Country_410,Europe,Northern Europe,Capital_410,5100000,215000,23.72
Country_411,Americas,Caribbean,Capital_411,5110000,215500,23.71
Country_412,Asia,Southeast Asia,Capital_412,5120000,216000,23.7
Country_413,Africa,Eastern Africa,Capital_413,5130000,216500,23.7
Country_414,Oceania,Micronesia,Capital_414,5140000,217000,23.69
Country_415,Europe,Southern Europe,Capital_415,5150000,217500,23.68
Country_416,Americas,South America,Capital_416,5160000,218000,23.67
Country_417,Asia,Southeast Asia,Capital_417,5170000,218500,23.66
Country_418,Africa,Eastern Africa,Capital_418,5180000,219000,23.65
Country_419,Oceania,Polynesia,Capital_419,5190000,219500,23.64
Country_420,Europe,Western Europe,Capital_420,5200000,220000,23.64
Country_421,Americas,North America,Capital_421,5210000,220500,23.63
